"index","relation-type","term1","b1","e1","term2","b2","e2","sentence","job"
"1556","TWrex-prevent","[HEPATITIS]","139","148","[HEPATITIS A]","46","57","All available data on monovalent and combined [HEPATITIS A] and hepatitis B vaccines indicates that there is no support for a hepatitis A or [HEPATITIS] B booster when a complete primary vaccination course is offered to immunocompetent individuals.","0"
"1557","TWrex-prevent","[HEPATITIS]","139","148","[HEPATITIS A]","124","135","All available data on monovalent and combined hepatitis A and hepatitis B vaccines indicates that there is no support for a [HEPATITIS A] or [HEPATITIS] B booster when a complete primary vaccination course is offered to immunocompetent individuals.","0"
"1561","TWrex-prevent","[FIBRILLATION]","152","164","[PROPRANOLOL]","84","95","Experiments on anesthetized dogs have shown that intravenous infusion of 1 mg/kg of [PROPRANOLOL] has no essential effect on the threshold of ventricular [FIBRILLATION], but considerably reduces the duration of the vulnerable period.","0"
"1562","TWrex-prevent","[INFARCTION]","128","138","[ASPIRIN]","182","189","The clinical evidence, however, which shows a reduction of 20% to 25% in the incidence of vascular death, stroke, or myocardial [INFARCTION], is based on trials with 300 to 1300 mg of [ASPIRIN] per day.","0"
"1563","TWrex-prevent","[DIABETES]","188","196","[GLIBENCLAMIDE]","59","72","A clinical and metabolic study of 32 patients treated with [GLIBENCLAMIDE] for a period of about one year confirmed that the drug is a potent stimulator of insulin release in maturity onset [DIABETES], and glibenclamide continued to have this action after a period of eight months.","0"
"1564","TWrex-prevent","[DIABETES]","188","196","[GLIBENCLAMIDE]","202","215","A clinical and metabolic study of 32 patients treated with glibenclamide for a period of about one year confirmed that the drug is a potent stimulator of insulin release in maturity onset [DIABETES], and [GLIBENCLAMIDE] continued to have this action after a period of eight months.","0"
"1565","TWrex-prevent","[HEART FAILURE]","33","46","[ENALAPRIL MALEATE]","126","143","In some studies in patients with [HEART FAILURE], a decline in renal function occurred more frequently in patients treated with [ENALAPRIL MALEATE], a longer-acting agent, than in those treated with captopril, a shorter-acting drug.","0"
"1566","TWrex-prevent","[TETANUS]","72","79","[TETANUS TOXOID]","230","244","Two increases of diphtheria antitoxin levels greater than 0.1 IU/ml and [TETANUS] antitoxin levels greater than 1.0 IU/ml were apparent, starting at 4 and 14 years of age, which correspond with the policy of giving a diphtheria and [TETANUS TOXOID] booster on school entry and a tetanus plus low-dose diphtheria toxoid (recently introduced) booster to school leavers.","0"
"1567","TWrex-prevent","[TETANUS]","275","282","[TETANUS TOXOID]","230","244","Two increases of diphtheria antitoxin levels greater than 0.1 IU/ml and tetanus antitoxin levels greater than 1.0 IU/ml were apparent, starting at 4 and 14 years of age, which correspond with the policy of giving a diphtheria and [TETANUS TOXOID] booster on school entry and a [TETANUS] plus low-dose diphtheria toxoid (recently introduced) booster to school leavers.","0"
"1568","TWrex-prevent","[CMV INFECTION]","73","86","[GANCICLOVIR]","31","42","To determine if the effects of [GANCICLOVIR] were masked by pre-1998 data, [CMV INFECTION] and CMV disease rates for ganciclovir-treated patients (n = 62) were censored at 1 year and compared with acyclovir-treated patients (n = 287.","0"
"1569","TWrex-prevent","[CMV INFECTION]","73","86","[GANCICLOVIR]","113","124","To determine if the effects of ganciclovir were masked by pre-1998 data, [CMV INFECTION] and CMV disease rates for [GANCICLOVIR]-treated patients (n = 62) were censored at 1 year and compared with acyclovir-treated patients (n = 287.","0"
"1570","TWrex-prevent","[DISORDER]","281","289","[HYDROCHLORIDE]","308","321","Concentrations of the serotonin metabolite 5-hydroxyindoleacetic acid (5-HIAA), the dopamine metabolite homovanillic acid, and the noradrenaline metabolite 4-hydroxy-3-methoxyphenyl glycol were measured in CSF before and after three weeks' treatment of severe obsessive-compulsive [DISORDER] with clomipramine [HYDROCHLORIDE].","0"
"1571","TWrex-prevent","[EMESIS]","214","220","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced [EMESIS] in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1572","TWrex-prevent","[EMESIS]","257","263","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute [EMESIS] in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1573","TWrex-prevent","[EMESIS]","284","290","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed [EMESIS] during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1574","TWrex-prevent","[EMESIS]","396","402","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute [EMESIS] and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1575","TWrex-prevent","[EMESIS]","439","445","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed [EMESIS]. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1576","TWrex-prevent","[EMESIS]","605","611","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed [EMESIS] was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1577","TWrex-prevent","[EMESIS]","678","684","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed [EMESIS] was also suppressed by administration after the onset of delayed emesis. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1578","TWrex-prevent","[EMESIS]","750","756","[ONDANSETRON]","325","336","The effect of T-2328 {2-fluoro-4'-methoxy-3'-(2S,3S)-2-phenyl-3-piperidinylaminomethyl-1,1'-biphenyl-4-carbonitrile dihydrochloride}, a novel tachykinin NK(1)-receptor antagonist, was examined on cisplatin-induced emesis in ferrets. Cisplatin induced acute emesis in 24 h and delayed emesis during 24 and 72 h, respectively. [ONDANSETRON], a 5-HT(3) antagonist, almost completely blocked the acute emesis and transiently reduced the delayed emesis. In contrast, T-2328 elicited long-lasting anti-emetic effects on both acute and delayed phases by a single intravenous administration. Suppression of delayed emesis was not due to elimination of the acute phase because the delayed emesis was also suppressed by administration after the onset of delayed [EMESIS]. Persistent blockade of NK(1) receptors in the brain was demonstrated by inhibition of the NK(1) agonist-induced foot tapping response for over 24 h. An appreciable amount of T-2328 was present in the brain 32 and 72 h after the injection. The NK(1) agonist-induced contractions of isolated ileum in guinea pigs was antagonized with IC(50) values of 1.4 nM in an insurmountable manner.","0"
"1579","TWrex-prevent","[BLASTOMYCOSIS]","58","71","[AMPHOTERICIN B]","28","42","ketoconazole should replace [AMPHOTERICIN B] as therapy for [BLASTOMYCOSIS] that is not life threatening.","0"
"1580","TWrex-prevent","[HYPERTENSION]","237","249","[CARVEDILOL]","33","43","The acute haemodynamic effect of [CARVEDILOL], a new non-selective beta-receptor blocker with vasodilating effect, was examined at rest supine and sitting and during 100 W bicycle exercise in 18 patients (mean age 44 years) with essential [HYPERTENSION].","0"
"1583","TWrex-prevent","[PAIN]","76","80","[LIDOCAINE]","23","32","Utilizing the NPS, the [LIDOCAINE] patch 5% was effective in treating chronic [PAIN] of both neuropathic and non-neuropathic origins suggesting that a given treatment's effect on various pain qualities may be consistent across pain types.","0"
"1584","TWrex-prevent","[PAIN]","183","187","[LIDOCAINE]","23","32","Utilizing the NPS, the [LIDOCAINE] patch 5% was effective in treating chronic pain of both neuropathic and non-neuropathic origins suggesting that a given treatment's effect on various [PAIN] qualities may be consistent across pain types.","0"
"1585","TWrex-prevent","[PAIN]","223","227","[LIDOCAINE]","23","32","Utilizing the NPS, the [LIDOCAINE] patch 5% was effective in treating chronic pain of both neuropathic and non-neuropathic origins suggesting that a given treatment's effect on various pain qualities may be consistent across [PAIN] types.","0"
"1586","TWrex-prevent","[ACUTE PROMYELOCYTIC LEUKEMIA]","73","101","[RETINOIC ACID]","296","309","Expression of PML/RAR alpha fusion protein in human HPC/HSC dictates the [ACUTE PROMYELOCYTIC LEUKEMIA] (APL) phenotype, largely through these previously unreported effects: rapid induction of HPC/HSC differentiation to the promyelocytic stage, followed by maturation arrest, which is abolished by [RETINOIC ACID]; reprogramming of HPC commitment to preferential granulopoietic differentiation, irrespective of the HGF stimulus (transduction of single sibling HPC formally demonstrated this effect); HPC protection from apoptosis induced by HGF deprivation.","0"
"1587","TWrex-prevent","[CYTOMEGALOVIRUS]","18","33","[GANCICLOVIR]","43","54","The resistance of [CYTOMEGALOVIRUS] (CMV) to [GANCICLOVIR] is a factor in therapeutic failure and disease progression.","0"
"1588","TWrex-prevent","[PNEUMONIA]","84","93","[OXYGEN]","164","170","In Japan, pulmonary emphysema, sequelae of pulmonary tuberculosis, and interstitial [PNEUMONIA]/pulmonary fibrosis are the 3 major diseases currently treated by home [OXYGEN] therapy.","0"
"1589","TWrex-prevent","[CARIES]","101","107","[FLUORIDE]","26","34","This study confirmed that [FLUORIDE] incorporated in Florish and Close-Up showed significant levels of [CARIES] reduction (P.","0"
"1590","TWrex-prevent","[GALL STONE]","79","89","[UDCA]","135","139","We conclude that bile acid treatment should be confined to patients with small [GALL STONE]s and that bedtime administration of combined [UDCA] and CDCA is likely to provide the most effective and safe combination.","0"
"1591","TWrex-prevent","[EPILEPSY]","28","36","[ANTIEPILEPTIC DRUG]","81","99","The incidence of refractory [EPILEPSY] remains high despite the influx of many new [ANTIEPILEPTIC DRUG]s (AEDs) over the past 10 years.","0"
"1592","TWrex-prevent","[SALMONELLA]","5","15","[ACID]","81","85","Many [SALMONELLA] isolates exhibited resistance to tetracycline (63.4%), nalidixic [ACID] (63.4%), and streptomycin (61.0%.","0"
"1593","TWrex-prevent","[INFARCTION]","227","237","[PROPRANOLOL]","144","155","The beta-Blocker Heart Attack Trial (BHAT) was a placebo-controlled, randomized, double-blind clinical trial of the long-term administration of [PROPRANOLOL] hydrochloride to persons who had had at least one confirmed myocardial [INFARCTION].","0"
"1594","TWrex-prevent","[INFARCTION]","62","72","[PROPRANOLOL]","135","146","A double-blind study was made of men who had had a myocardial [INFARCTION] at least one year previously, and who were being treated with [PROPRANOLOL], atenolol, or placebo.","0"
"1595","TWrex-prevent","[PAIN]","53","57","[LIDOCAINE]","4","13","The [LIDOCAINE]-fentanyl group exhibited less visceral [PAIN] (6.5% vs. 36.7%), less supplementation of lidocaine (6.5% vs. 43.3%), and less nausea (6.5% vs. 26.7%) compared with the lidocaine-saline group during the intraoperative period.","0"
"1596","TWrex-prevent","[PAIN]","53","57","[LIDOCAINE]","100","109","The lidocaine-fentanyl group exhibited less visceral [PAIN] (6.5% vs. 36.7%), less supplementation of [LIDOCAINE] (6.5% vs. 43.3%), and less nausea (6.5% vs. 26.7%) compared with the lidocaine-saline group during the intraoperative period.","0"
"1597","TWrex-prevent","[PAIN]","53","57","[LIDOCAINE]","179","188","The lidocaine-fentanyl group exhibited less visceral [PAIN] (6.5% vs. 36.7%), less supplementation of lidocaine (6.5% vs. 43.3%), and less nausea (6.5% vs. 26.7%) compared with the [LIDOCAINE]-saline group during the intraoperative period.","0"
"1598","TWrex-prevent","[CMV INFECTION]","38","51","[GANCYCLOVIR]","112","123","Eight patients (20%) had asymptomatic [CMV INFECTION] while 24 (60%) developed CMV syndrome and were treated with [GANCYCLOVIR] (10 mg/kg/day intravenously for 3 weeks.","0"
"1599","TWrex-prevent","[DISEASE]","189","196","[OMEPRAZOLE]","41","51","In conclusion, 2 weeks of treatment with [OMEPRAZOLE] plus amoxicillin or clarithromycin are highly and equally effective regimens to cure H. pylori infection in patients with duodenal ulcer [DISEASE].","0"
"1600","TWrex-prevent","[INFECTION]","73","82","[ACICLOVIR]","0","9","[ACICLOVIR] is an efficient drug for the treatment of herpes simplex virus [INFECTION]s and resistance to this drug has been reported mainly in immunocompromised patients during the course of aciclovir treatment.","0"
"1601","TWrex-prevent","[INFECTION]","73","82","[ACICLOVIR]","188","197","Aciclovir is an efficient drug for the treatment of herpes simplex virus [INFECTION]s and resistance to this drug has been reported mainly in immunocompromised patients during the course of [ACICLOVIR] treatment.","0"
"1602","TWrex-prevent","[MALARIA]","169","176","[QUININE]","84","91","Therefore, these studies indicate that Plasmodium falciparum are still sensitive to [QUININE] and quinine remains to be the drug of choice for the treatment of falciparum [MALARIA] in Thailand.","0"
"1603","TWrex-prevent","[MALARIA]","169","176","[QUININE]","96","103","Therefore, these studies indicate that Plasmodium falciparum are still sensitive to quinine and [QUININE] remains to be the drug of choice for the treatment of falciparum [MALARIA] in Thailand.","0"
"1604","TWrex-prevent","[CMV]","73","76","[ACYCLOVIR]","193","202","To determine if the effects of ganciclovir were masked by pre-1998 data, [CMV] infection and cmv disease rates for ganciclovir-treated patients (n = 62) were censored at 1 year and compared with [ACYCLOVIR]-treated patients (n = 287.","0"
"1605","TWrex-prevent","[CMV]","91","94","[ACYCLOVIR]","193","202","To determine if the effects of ganciclovir were masked by pre-1998 data, cmv infection and [CMV] disease rates for ganciclovir-treated patients (n = 62) were censored at 1 year and compared with [ACYCLOVIR]-treated patients (n = 287.","0"
"1606","TWrex-prevent","[PSORIASIS]","58","67","[METHOTREXATE]","23","35","Both cyclosporin A and [METHOTREXATE] treatment reduced the [PSORIASIS] area severity index score after 12 weeks of treatment.","0"
"1607","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","0","5","[FVIII] clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1608","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","99","104","fviii clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-c[FVIII] also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1609","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","165","170","fviii clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic [FVIII] levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1610","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","233","238","fviii clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-c[FVIII] doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1611","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","285","290","fviii clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal [FVIII] levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1612","TWrex-prevent","[HEMOPHILIA A]","34","46","[FVIII]","356","361","fviii clotting activity levels in [HEMOPHILIA A] mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-c[FVIII] dose of 1 x 10(12) gc/body.","0"
"1613","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","0","5","[FVIII] clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1614","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","99","104","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-c[FVIII] also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1615","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","165","170","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic [FVIII] levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1616","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","233","238","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-c[FVIII] doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1617","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","285","290","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal [FVIII] levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1618","TWrex-prevent","[HEMOPHILIA A]","189","201","[FVIII]","356","361","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in hemophilia A mice with the AAV8-beta-actin-c[FVIII] dose of 1 x 10(12) gc/body.","0"
"1619","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","0","5","[FVIII] clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1620","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","99","104","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-c[FVIII] also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1621","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","165","170","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic [FVIII] levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1622","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","233","238","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-c[FVIII] doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1623","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","285","290","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal [FVIII] levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-cfviii dose of 1 x 10(12) gc/body.","0"
"1624","TWrex-prevent","[HEMOPHILIA A]","312","324","[FVIII]","356","361","fviii clotting activity levels in hemophilia A mice with intravenous injection of AAV8-beta-actin-cfviii also were increased dose-dependently, achieving therapeutic fviii levels (5-90%) in hemophilia A mice with the AAV8-beta-actin-cfviii doses of 1-3 x 10(11) gc/body and supernormal fviii levels (180-670%) in [HEMOPHILIA A] mice with the AAV8-beta-actin-c[FVIII] dose of 1 x 10(12) gc/body.","0"
"1625","TWrex-prevent","[NAUSEA]","88","94","[SCOPOLAMINE]","144","155","Although the vestibular center seems to have a lesser influence on chemotherapy-induced [NAUSEA] and vomiting, vestibular blocking agents such as [SCOPOLAMINE] may have a potential role as adjunctive antiemetics.","0"
"1626","TWrex-prevent","[PAIN]","170","174","[PARACETAMOL]","73","84","Trials were eligible if they were randomized controlled trials comparing [PARACETAMOL] to no treatment, placebo or another treatment in patients with non-specific low back [PAIN].","0"
"1627","TWrex-prevent","[MALARIA]","294","301","[CHLOROQUINE]","110","121","Phenylurenyl chalcone derivatives have been synthesized and tested as inhibitors of in vitro development of a [CHLOROQUINE]-resistant strain of Plasmodium falciparum, activity of the cysteine protease falcipain-2, in vitro globin hydrolysis, beta-hematin formation, and murine Plasmodium berghei [MALARIA].","0"
"1628","TWrex-prevent","[TETANUS]","54","61","[TOXOID]","62","68","The PBMC were stimulated with birch-pollen extract or [TETANUS] [TOXOID] (TT) and mitogens.","0"
